                         vars   n     mean       sd   median  trimmed      mad      min      max    range  skew kurtosis       se
PS.PS4                   |                   PS.PS6 |  0.58 | [ 0.51,  0.63] | 15.44 | 477 | < .001***
PS.PS4                   |                   PS.PS7 |  0.61 | [ 0.55,  0.67] | 16.91 | 477 | < .001***
PS.PS4                   |                   PS.PS8 |  0.62 | [ 0.57,  0.68] | 17.46 | 477 | < .001***
PS.PS4                   |                   PS.PS9 |  0.62 | [ 0.57,  0.67] | 17.40 | 477 | < .001***
PS.PS4                   |                  PS.PS10 |  0.53 | [ 0.47,  0.60] | 13.80 | 477 | < .001***
PS.PS4                   |                  PS.PS11 |  0.58 | [ 0.52,  0.63] | 15.47 | 477 | < .001***
PS.PS4                   |                 PUI.PUI1 |  0.51 | [ 0.44,  0.57] | 12.91 | 477 | < .001***
PS.PS4                   |                 PUI.PUI2 |  0.48 | [ 0.41,  0.55] | 11.92 | 477 | < .001***
PS.PS4                   |                 PUI.PUI3 |  0.56 | [ 0.49,  0.61] | 14.60 | 477 | < .001***
PS.PS4                   |                 PUI.PUI4 |  0.55 | [ 0.49,  0.61] | 14.52 | 477 | < .001***
PS.PS4                   |                 PUI.PUI5 |  0.53 | [ 0.46,  0.59] | 13.49 | 477 | < .001***
PS.PS4                   |                 PUI.PUI6 |  0.27 | [ 0.18,  0.35] |  6.12 | 477 | < .001***
PS.PS4                   |                 PUI.PUI7 |  0.50 | [ 0.43,  0.56] | 12.62 | 477 | < .001***
PS.PS4                   |                 PUI.PUI8 |  0.56 | [ 0.50,  0.62] | 14.87 | 477 | < .001***
PS.PS4                   |                 TKR.TKR2 |  0.22 | [ 0.13,  0.30] |  4.92 | 477 | 0.007**  
PS.PS4                   |                 TKR.TKR3 |  0.31 | [ 0.23,  0.39] |  7.16 | 477 | < .001***
PS.PS4                   |                 WEI.WEI1 |  0.43 | [ 0.35,  0.50] | 10.29 | 477 | < .001***
PS.PS4                   |                 WEI.WEI2 |  0.52 | [ 0.46,  0.59] | 13.43 | 477 | < .001***
PS.PS4                   |                 WEI.WEI3 |  0.40 | [ 0.33,  0.48] |  9.63 | 477 | < .001***
PS.PS4                   |                 WEI.WEI4 |  0.44 | [ 0.36,  0.51] | 10.56 | 477 | < .001***
PS.PS4                   |                 WEI.WEI5 |  0.36 | [ 0.28,  0.44] |  8.55 | 477 | < .001***
PS.PS4                   |                 WEI.WEI6 |  0.38 | [ 0.30,  0.46] |  9.01 | 477 | < .001***
PS.PS4                   |                 WEI.WEI7 |  0.37 | [ 0.29,  0.44] |  8.67 | 477 | < .001***
PS.PS4                   |                 WEI.WEI8 |  0.43 | [ 0.35,  0.50] | 10.32 | 477 | < .001***
PS.PS4                   |       PERCEPTION.PROJPOS |  0.28 | [ 0.20,  0.36] |  6.40 | 476 | < .001***
PS.PS4                   |         PERCEPTION.DTPOS |  0.24 | [ 0.15,  0.32] |  5.35 | 475 | < .001***
PS.PS4                   |            WORKPACE.SQ01 |  0.26 | [ 0.18,  0.34] |  5.94 | 475 | < .001***
PS.PS5                   |                   PS.PS6 |  0.57 | [ 0.50,  0.62] | 15.00 | 477 | < .001***
PS.PS5                   |                   PS.PS7 |  0.63 | [ 0.57,  0.68] | 17.75 | 477 | < .001***
PS.PS5                   |                   PS.PS8 |  0.53 | [ 0.46,  0.59] | 13.63 | 477 | < .001***
PS.PS5                   |                   PS.PS9 |  0.65 | [ 0.60,  0.70] | 18.93 | 477 | < .001***
PS.PS5                   |                  PS.PS10 |  0.53 | [ 0.46,  0.59] | 13.70 | 477 | < .001***
PS.PS5                   |                  PS.PS11 |  0.58 | [ 0.51,  0.63] | 15.35 | 477 | < .001***
PS.PS5                   |                 PUI.PUI1 |  0.52 | [ 0.45,  0.58] | 13.27 | 477 | < .001***
PS.PS5                   |                 PUI.PUI2 |  0.58 | [ 0.52,  0.64] | 15.51 | 477 | < .001***
PS.PS5                   |                 PUI.PUI3 |  0.55 | [ 0.48,  0.61] | 14.33 | 477 | < .001***
PS.PS5                   |                 PUI.PUI4 |  0.51 | [ 0.44,  0.58] | 13.06 | 477 | < .001***
PS.PS5                   |                 PUI.PUI5 |  0.63 | [ 0.57,  0.68] | 17.75 | 477 | < .001***
PS.PS5                   |                 PUI.PUI6 |  0.37 | [ 0.29,  0.44] |  8.65 | 477 | < .001***
PS.PS5                   |                 PUI.PUI7 |  0.53 | [ 0.46,  0.59] | 13.73 | 477 | < .001***
PS.PS5                   |                 PUI.PUI8 |  0.55 | [ 0.48,  0.61] | 14.26 | 477 | < .001***
PS.PS5                   |                 TKR.TKR1 |  0.29 | [ 0.21,  0.37] |  6.64 | 477 | < .001***
PS.PS5                   |                 TKR.TKR2 |  0.28 | [ 0.20,  0.36] |  6.46 | 477 | < .001***
PS.PS5                   |                 TKR.TKR3 |  0.41 | [ 0.33,  0.48] |  9.85 | 477 | < .001***
PS.PS5                   |                 TKR.TKR4 |  0.27 | [ 0.18,  0.35] |  6.01 | 477 | < .001***
PS.PS5                   |                 WEI.WEI1 |  0.49 | [ 0.42,  0.55] | 12.23 | 477 | < .001***
PS.PS5                   |                 WEI.WEI2 |  0.59 | [ 0.53,  0.65] | 16.03 | 477 | < .001***
PS.PS5                   |                 WEI.WEI3 |  0.48 | [ 0.41,  0.55] | 11.96 | 477 | < .001***
PS.PS5                   |                 WEI.WEI4 |  0.48 | [ 0.41,  0.55] | 12.11 | 477 | < .001***
PS.PS5                   |                 WEI.WEI5 |  0.48 | [ 0.41,  0.55] | 12.06 | 477 | < .001***
PS.PS5                   |                 WEI.WEI6 |  0.45 | [ 0.37,  0.51] | 10.86 | 477 | < .001***
PS.PS5                   |                 WEI.WEI7 |  0.45 | [ 0.38,  0.52] | 11.09 | 477 | < .001***
PS.PS5                   |                 WEI.WEI8 |  0.48 | [ 0.41,  0.55] | 11.99 | 477 | < .001***
PS.PS5                   |         PERCEPTION.DTPOS |  0.21 | [ 0.13,  0.30] |  4.75 | 475 | 0.016*   
PS.PS5                   |            WORKPACE.SQ01 |  0.30 | [ 0.21,  0.38] |  6.83 | 475 | < .001***
PS.PS5                   |                 AUTONOMY |  0.25 | [ 0.17,  0.34] |  5.73 | 475 | < .001***
PS.PS5                   |                MEASURES2 |  0.33 | [ 0.21,  0.44] |  5.51 | 248 | < .001***
PS.PS6                   |                   PS.PS7 |  0.61 | [ 0.55,  0.66] | 16.78 | 477 | < .001***
PS.PS6                   |                   PS.PS8 |  0.58 | [ 0.51,  0.63] | 15.43 | 477 | < .001***
PS.PS6                   |                   PS.PS9 |  0.60 | [ 0.54,  0.65] | 16.27 | 477 | < .001***
PS.PS6                   |                  PS.PS10 |  0.58 | [ 0.52,  0.64] | 15.68 | 477 | < .001***
PS.PS6                   |                  PS.PS11 |  0.52 | [ 0.46,  0.59] | 13.46 | 477 | < .001***
PS.PS6                   |                 PUI.PUI1 |  0.63 | [ 0.57,  0.68] | 17.81 | 477 | < .001***
PS.PS6                   |                 PUI.PUI2 |  0.57 | [ 0.51,  0.63] | 15.11 | 477 | < .001***
PS.PS6                   |                 PUI.PUI3 |  0.53 | [ 0.46,  0.59] | 13.63 | 477 | < .001***
PS.PS6                   |                 PUI.PUI4 |  0.51 | [ 0.44,  0.57] | 12.80 | 477 | < .001***
PS.PS6                   |                 PUI.PUI5 |  0.56 | [ 0.49,  0.62] | 14.75 | 477 | < .001***
PS.PS6                   |                 PUI.PUI6 |  0.37 | [ 0.29,  0.45] |  8.78 | 477 | < .001***
PS.PS6                   |                 PUI.PUI7 |  0.62 | [ 0.56,  0.67] | 17.22 | 477 | < .001***
PS.PS6                   |                 PUI.PUI8 |  0.56 | [ 0.49,  0.62] | 14.73 | 477 | < .001***
PS.PS6                   |                 TKR.TKR1 |  0.31 | [ 0.23,  0.39] |  7.20 | 477 | < .001***
PS.PS6                   |                 TKR.TKR2 |  0.30 | [ 0.22,  0.38] |  6.84 | 477 | < .001***
PS.PS6                   |                 TKR.TKR3 |  0.36 | [ 0.28,  0.43] |  8.34 | 477 | < .001***
PS.PS6                   |                 TKR.TKR4 |  0.26 | [ 0.18,  0.34] |  5.93 | 477 | < .001***
PS.PS6                   |                 WEI.WEI1 |  0.55 | [ 0.48,  0.61] | 14.24 | 477 | < .001***
PS.PS6                   |                 WEI.WEI2 |  0.54 | [ 0.48,  0.60] | 14.08 | 477 | < .001***
PS.PS6                   |                 WEI.WEI3 |  0.45 | [ 0.38,  0.52] | 11.12 | 477 | < .001***
PS.PS6                   |                 WEI.WEI4 |  0.52 | [ 0.45,  0.58] | 13.36 | 477 | < .001***
PS.PS6                   |                 WEI.WEI5 |  0.50 | [ 0.43,  0.56] | 12.54 | 477 | < .001***
PS.PS6                   |                 WEI.WEI6 |  0.41 | [ 0.33,  0.48] |  9.85 | 477 | < .001***
PS.PS6                   |                 WEI.WEI7 |  0.48 | [ 0.41,  0.55] | 11.91 | 477 | < .001***
PS.PS6                   |                 WEI.WEI8 |  0.50 | [ 0.43,  0.57] | 12.68 | 477 | < .001***
PS.PS6                   |            WORKPACE.SQ01 |  0.32 | [ 0.23,  0.39] |  7.25 | 475 | < .001***
PS.PS6                   |                 AUTONOMY |  0.24 | [ 0.15,  0.32] |  5.32 | 475 | < .001***
PS.PS7                   |                   PS.PS8 |  0.62 | [ 0.56,  0.67] | 17.33 | 477 | < .001***
PS.PS7                   |                   PS.PS9 |  0.61 | [ 0.55,  0.67] | 16.91 | 477 | < .001***
PS.PS7                   |                  PS.PS10 |  0.55 | [ 0.48,  0.61] | 14.39 | 477 | < .001***
PS.PS7                   |                  PS.PS11 |  0.58 | [ 0.52,  0.64] | 15.60 | 477 | < .001***
PS.PS7                   |                 PUI.PUI1 |  0.58 | [ 0.52,  0.64] | 15.58 | 477 | < .001***
PS.PS7                   |                 PUI.PUI2 |  0.56 | [ 0.50,  0.62] | 14.89 | 477 | < .001***
PS.PS7                   |                 PUI.PUI3 |  0.58 | [ 0.52,  0.64] | 15.67 | 477 | < .001***
PS.PS7                   |                 PUI.PUI4 |  0.50 | [ 0.43,  0.56] | 12.61 | 477 | < .001***
PS.PS7                   |                 PUI.PUI5 |  0.58 | [ 0.52,  0.64] | 15.68 | 477 | < .001***
PS.PS7                   |                 PUI.PUI6 |  0.32 | [ 0.24,  0.40] |  7.47 | 477 | < .001***
PS.PS7                   |                 PUI.PUI7 |  0.56 | [ 0.49,  0.62] | 14.63 | 477 | < .001***
PS.PS7                   |                 PUI.PUI8 |  0.63 | [ 0.58,  0.68] | 17.84 | 477 | < .001***
PS.PS7                   |                 TKR.TKR1 |  0.31 | [ 0.23,  0.39] |  7.15 | 477 | < .001***
PS.PS7                   |                 TKR.TKR2 |  0.33 | [ 0.25,  0.41] |  7.58 | 477 | < .001***
PS.PS7                   |                 TKR.TKR3 |  0.41 | [ 0.33,  0.48] |  9.87 | 477 | < .001***
PS.PS7                   |                 TKR.TKR4 |  0.26 | [ 0.18,  0.34] |  5.90 | 477 | < .001***
PS.PS7                   |                 WEI.WEI1 |  0.56 | [ 0.49,  0.62] | 14.70 | 477 | < .001***
PS.PS7                   |                 WEI.WEI2 |  0.57 | [ 0.50,  0.63] | 15.05 | 477 | < .001***
PS.PS7                   |                 WEI.WEI3 |  0.47 | [ 0.40,  0.54] | 11.75 | 477 | < .001***
PS.PS7                   |                 WEI.WEI4 |  0.50 | [ 0.43,  0.56] | 12.61 | 477 | < .001***
PS.PS7                   |                 WEI.WEI5 |  0.48 | [ 0.41,  0.55] | 11.94 | 477 | < .001***
PS.PS7                   |                 WEI.WEI6 |  0.44 | [ 0.36,  0.51] | 10.56 | 477 | < .001***
PS.PS7                   |                 WEI.WEI7 |  0.43 | [ 0.35,  0.50] | 10.40 | 477 | < .001***
PS.PS7                   |                 WEI.WEI8 |  0.47 | [ 0.39,  0.53] | 11.55 | 477 | < .001***
PS.PS7                   |       PERCEPTION.PROJPOS |  0.26 | [ 0.17,  0.34] |  5.77 | 476 | < .001***
PS.PS7                   |            WORKPACE.SQ01 |  0.31 | [ 0.23,  0.39] |  7.16 | 475 | < .001***
PS.PS7                   |                 AUTONOMY |  0.26 | [ 0.18,  0.35] |  5.96 | 475 | < .001***
PS.PS8                   |                   PS.PS9 |  0.61 | [ 0.55,  0.66] | 16.73 | 477 | < .001***
PS.PS8                   |                  PS.PS10 |  0.56 | [ 0.50,  0.62] | 14.94 | 477 | < .001***
PS.PS8                   |                  PS.PS11 |  0.58 | [ 0.51,  0.63] | 15.45 | 477 | < .001***
PS.PS8                   |                 PUI.PUI1 |  0.53 | [ 0.46,  0.59] | 13.53 | 477 | < .001***
PS.PS8                   |                 PUI.PUI2 |  0.51 | [ 0.44,  0.57] | 12.79 | 477 | < .001***
PS.PS8                   |                 PUI.PUI3 |  0.52 | [ 0.45,  0.58] | 13.38 | 477 | < .001***
PS.PS8                   |                 PUI.PUI4 |  0.55 | [ 0.48,  0.61] | 14.26 | 477 | < .001***
PS.PS8                   |                 PUI.PUI5 |  0.52 | [ 0.45,  0.58] | 13.30 | 477 | < .001***
PS.PS8                   |                 PUI.PUI6 |  0.27 | [ 0.19,  0.35] |  6.15 | 477 | < .001***
PS.PS8                   |                 PUI.PUI7 |  0.51 | [ 0.44,  0.57] | 12.89 | 477 | < .001***
PS.PS8                   |                 PUI.PUI8 |  0.60 | [ 0.53,  0.65] | 16.17 | 477 | < .001***
PS.PS8                   |                 TKR.TKR1 |  0.22 | [ 0.13,  0.31] |  4.97 | 477 | 0.006**  
PS.PS8                   |                 TKR.TKR2 |  0.21 | [ 0.12,  0.29] |  4.65 | 477 | 0.025*   
PS.PS8                   |                 TKR.TKR3 |  0.31 | [ 0.22,  0.39] |  7.06 | 477 | < .001***
PS.PS8                   |                 TKR.TKR4 |  0.20 | [ 0.12,  0.29] |  4.56 | 477 | 0.037*   
PS.PS8                   |                 WEI.WEI1 |  0.45 | [ 0.38,  0.52] | 11.05 | 477 | < .001***
PS.PS8                   |                 WEI.WEI2 |  0.50 | [ 0.43,  0.57] | 12.72 | 477 | < .001***
PS.PS8                   |                 WEI.WEI3 |  0.42 | [ 0.34,  0.49] | 10.05 | 477 | < .001***
PS.PS8                   |                 WEI.WEI4 |  0.49 | [ 0.42,  0.55] | 12.24 | 477 | < .001***
PS.PS8                   |                 WEI.WEI5 |  0.41 | [ 0.33,  0.48] |  9.87 | 477 | < .001***
PS.PS8                   |                 WEI.WEI6 |  0.39 | [ 0.31,  0.46] |  9.26 | 477 | < .001***
PS.PS8                   |                 WEI.WEI7 |  0.35 | [ 0.26,  0.42] |  8.05 | 477 | < .001***
PS.PS8                   |                 WEI.WEI8 |  0.44 | [ 0.36,  0.51] | 10.56 | 477 | < .001***
PS.PS8                   |       PERCEPTION.PROJPOS |  0.27 | [ 0.19,  0.35] |  6.16 | 476 | < .001***
PS.PS8                   |            WORKPACE.SQ01 |  0.24 | [ 0.15,  0.32] |  5.35 | 475 | < .001***
PS.PS9                   |                  PS.PS10 |  0.58 | [ 0.52,  0.64] | 15.59 | 477 | < .001***
PS.PS9                   |                  PS.PS11 |  0.57 | [ 0.50,  0.62] | 15.01 | 477 | < .001***
PS.PS9                   |                 PUI.PUI1 |  0.53 | [ 0.46,  0.59] | 13.64 | 477 | < .001***
PS.PS9                   |                 PUI.PUI2 |  0.57 | [ 0.50,  0.63] | 15.09 | 477 | < .001***
PS.PS9                   |                 PUI.PUI3 |  0.58 | [ 0.52,  0.64] | 15.57 | 477 | < .001***
PS.PS9                   |                 PUI.PUI4 |  0.58 | [ 0.52,  0.64] | 15.64 | 477 | < .001***
PS.PS9                   |                 PUI.PUI5 |  0.60 | [ 0.54,  0.65] | 16.28 | 477 | < .001***
PS.PS9                   |                 PUI.PUI6 |  0.31 | [ 0.23,  0.39] |  7.18 | 477 | < .001***
PS.PS9                   |                 PUI.PUI7 |  0.54 | [ 0.47,  0.60] | 13.95 | 477 | < .001***
PS.PS9                   |                 PUI.PUI8 |  0.53 | [ 0.47,  0.59] | 13.75 | 477 | < .001***
PS.PS9                   |                 TKR.TKR1 |  0.26 | [ 0.18,  0.35] |  5.98 | 477 | < .001***
PS.PS9                   |                 TKR.TKR2 |  0.30 | [ 0.21,  0.38] |  6.77 | 477 | < .001***
PS.PS9                   |                 TKR.TKR3 |  0.37 | [ 0.29,  0.44] |  8.66 | 477 | < .001***
PS.PS9                   |                 TKR.TKR4 |  0.21 | [ 0.12,  0.29] |  4.62 | 477 | 0.029*   
PS.PS9                   |                 WEI.WEI1 |  0.49 | [ 0.42,  0.55] | 12.20 | 477 | < .001***
PS.PS9                   |                 WEI.WEI2 |  0.59 | [ 0.52,  0.64] | 15.78 | 477 | < .001***
PS.PS9                   |                 WEI.WEI3 |  0.42 | [ 0.34,  0.49] |  9.99 | 477 | < .001***
PS.PS9                   |                 WEI.WEI4 |  0.51 | [ 0.44,  0.57] | 12.83 | 477 | < .001***
PS.PS9                   |                 WEI.WEI5 |  0.45 | [ 0.38,  0.52] | 11.08 | 477 | < .001***
PS.PS9                   |                 WEI.WEI6 |  0.41 | [ 0.34,  0.49] |  9.94 | 477 | < .001***
PS.PS9                   |                 WEI.WEI7 |  0.41 | [ 0.33,  0.48] |  9.75 | 477 | < .001***
PS.PS9                   |                 WEI.WEI8 |  0.50 | [ 0.43,  0.57] | 12.69 | 477 | < .001***
PS.PS9                   |       PERCEPTION.PROJPOS |  0.26 | [ 0.17,  0.34] |  5.87 | 476 | < .001***
PS.PS9                   |         PERCEPTION.DTPOS |  0.22 | [ 0.13,  0.30] |  4.84 | 475 | 0.010*   
PS.PS9                   |            WORKPACE.SQ01 |  0.29 | [ 0.20,  0.37] |  6.49 | 475 | < .001***
PS.PS9                   |                 AUTONOMY |  0.25 | [ 0.17,  0.33] |  5.66 | 475 | < .001***
PS.PS10                  |                  PS.PS11 |  0.64 | [ 0.58,  0.69] | 18.04 | 477 | < .001***
PS.PS10                  |                 PUI.PUI1 |  0.57 | [ 0.50,  0.62] | 15.04 | 477 | < .001***
PS.PS10                  |                 PUI.PUI2 |  0.51 | [ 0.44,  0.58] | 13.05 | 477 | < .001***
PS.PS10                  |                 PUI.PUI3 |  0.49 | [ 0.41,  0.55] | 12.15 | 477 | < .001***
PS.PS10                  |                 PUI.PUI4 |  0.53 | [ 0.46,  0.59] | 13.48 | 477 | < .001***
PS.PS10                  |                 PUI.PUI5 |  0.56 | [ 0.49,  0.61] | 14.59 | 477 | < .001***
PS.PS10                  |                 PUI.PUI6 |  0.34 | [ 0.26,  0.42] |  7.95 | 477 | < .001***
PS.PS10                  |                 PUI.PUI7 |  0.53 | [ 0.46,  0.59] | 13.65 | 477 | < .001***
PS.PS10                  |                 PUI.PUI8 |  0.50 | [ 0.43,  0.57] | 12.68 | 477 | < .001***
PS.PS10                  |                 TKR.TKR1 |  0.27 | [ 0.19,  0.35] |  6.14 | 477 | < .001***
PS.PS10                  |                 TKR.TKR2 |  0.32 | [ 0.24,  0.40] |  7.34 | 477 | < .001***
PS.PS10                  |                 TKR.TKR3 |  0.36 | [ 0.28,  0.44] |  8.47 | 477 | < .001***
PS.PS10                  |                 TKR.TKR4 |  0.31 | [ 0.23,  0.39] |  7.10 | 477 | < .001***
PS.PS10                  |                 WEI.WEI1 |  0.47 | [ 0.40,  0.54] | 11.72 | 477 | < .001***
PS.PS10                  |                 WEI.WEI2 |  0.48 | [ 0.41,  0.55] | 12.02 | 477 | < .001***
PS.PS10                  |                 WEI.WEI3 |  0.49 | [ 0.42,  0.56] | 12.41 | 477 | < .001***
PS.PS10                  |                 WEI.WEI4 |  0.47 | [ 0.40,  0.54] | 11.69 | 477 | < .001***
PS.PS10                  |                 WEI.WEI5 |  0.49 | [ 0.42,  0.55] | 12.19 | 477 | < .001***
PS.PS10                  |                 WEI.WEI6 |  0.40 | [ 0.33,  0.48] |  9.62 | 477 | < .001***
PS.PS10                  |                 WEI.WEI7 |  0.44 | [ 0.37,  0.51] | 10.72 | 477 | < .001***
PS.PS10                  |                 WEI.WEI8 |  0.50 | [ 0.43,  0.56] | 12.59 | 477 | < .001***
PS.PS10                  |            WORKPACE.SQ01 |  0.29 | [ 0.21,  0.37] |  6.68 | 475 | < .001***
PS.PS10                  |                 AUTONOMY |  0.21 | [ 0.12,  0.29] |  4.57 | 475 | 0.035*   
PS.PS11                  |                 PUI.PUI1 |  0.54 | [ 0.48,  0.60] | 14.11 | 477 | < .001***
PS.PS11                  |                 PUI.PUI2 |  0.52 | [ 0.45,  0.58] | 13.36 | 477 | < .001***
PS.PS11                  |                 PUI.PUI3 |  0.52 | [ 0.45,  0.58] | 13.36 | 477 | < .001***
PS.PS11                  |                 PUI.PUI4 |  0.52 | [ 0.45,  0.58] | 13.30 | 477 | < .001***
PS.PS11                  |                 PUI.PUI5 |  0.54 | [ 0.48,  0.60] | 14.13 | 477 | < .001***
PS.PS11                  |                 PUI.PUI6 |  0.34 | [ 0.26,  0.42] |  7.97 | 477 | < .001***
PS.PS11                  |                 PUI.PUI7 |  0.54 | [ 0.47,  0.60] | 13.93 | 477 | < .001***
PS.PS11                  |                 PUI.PUI8 |  0.49 | [ 0.42,  0.56] | 12.39 | 477 | < .001***
PS.PS11                  |                 TKR.TKR1 |  0.25 | [ 0.17,  0.33] |  5.68 | 477 | < .001***
PS.PS11                  |                 TKR.TKR2 |  0.34 | [ 0.26,  0.42] |  7.91 | 477 | < .001***
PS.PS11                  |                 TKR.TKR3 |  0.37 | [ 0.29,  0.45] |  8.76 | 477 | < .001***
PS.PS11                  |                 TKR.TKR4 |  0.25 | [ 0.17,  0.34] |  5.74 | 477 | < .001***
PS.PS11                  |                 WEI.WEI1 |  0.47 | [ 0.40,  0.54] | 11.68 | 477 | < .001***
PS.PS11                  |                 WEI.WEI2 |  0.52 | [ 0.46,  0.59] | 13.44 | 477 | < .001***
PS.PS11                  |                 WEI.WEI3 |  0.48 | [ 0.40,  0.54] | 11.80 | 477 | < .001***
PS.PS11                  |                 WEI.WEI4 |  0.49 | [ 0.42,  0.56] | 12.29 | 477 | < .001***
PS.PS11                  |                 WEI.WEI5 |  0.51 | [ 0.44,  0.57] | 12.88 | 477 | < .001***
PS.PS11                  |                 WEI.WEI6 |  0.42 | [ 0.34,  0.49] |  9.99 | 477 | < .001***
PS.PS11                  |                 WEI.WEI7 |  0.44 | [ 0.36,  0.51] | 10.65 | 477 | < .001***
PS.PS11                  |                 WEI.WEI8 |  0.52 | [ 0.45,  0.58] | 13.19 | 477 | < .001***
PS.PS11                  |       PERCEPTION.PROJPOS |  0.25 | [ 0.17,  0.33] |  5.67 | 476 | < .001***
PS.PS11                  |            WORKPACE.SQ01 |  0.28 | [ 0.19,  0.36] |  6.25 | 475 | < .001***
PS.PS11                  |                 AUTONOMY |  0.21 | [ 0.13,  0.30] |  4.76 | 475 | 0.015*   
PUI.PUI1                 |                 PUI.PUI2 |  0.64 | [ 0.59,  0.69] | 18.40 | 477 | < .001***
PUI.PUI1                 |                 PUI.PUI3 |  0.65 | [ 0.59,  0.70] | 18.48 | 477 | < .001***
PUI.PUI1                 |                 PUI.PUI4 |  0.61 | [ 0.55,  0.66] | 16.64 | 477 | < .001***
PUI.PUI1                 |                 PUI.PUI5 |  0.65 | [ 0.59,  0.70] | 18.49 | 477 | < .001***
PUI.PUI1                 |                 PUI.PUI6 |  0.40 | [ 0.33,  0.48] |  9.67 | 477 | < .001***
PUI.PUI1                 |                 PUI.PUI7 |  0.69 | [ 0.64,  0.73] | 20.59 | 477 | < .001***
PUI.PUI1                 |                 PUI.PUI8 |  0.63 | [ 0.57,  0.68] | 17.73 | 477 | < .001***
PUI.PUI1                 |                 TKR.TKR1 |  0.32 | [ 0.24,  0.40] |  7.36 | 477 | < .001***
PUI.PUI1                 |                 TKR.TKR2 |  0.34 | [ 0.26,  0.42] |  7.91 | 477 | < .001***
PUI.PUI1                 |                 TKR.TKR3 |  0.42 | [ 0.35,  0.50] | 10.24 | 477 | < .001***
PUI.PUI1                 |                 TKR.TKR4 |  0.29 | [ 0.21,  0.37] |  6.62 | 477 | < .001***
PUI.PUI1                 |                 WEI.WEI1 |  0.53 | [ 0.46,  0.59] | 13.56 | 477 | < .001***
PUI.PUI1                 |                 WEI.WEI2 |  0.58 | [ 0.51,  0.63] | 15.43 | 477 | < .001***
PUI.PUI1                 |                 WEI.WEI3 |  0.50 | [ 0.43,  0.56] | 12.54 | 477 | < .001***
PUI.PUI1                 |                 WEI.WEI4 |  0.54 | [ 0.47,  0.60] | 13.94 | 477 | < .001***
PUI.PUI1                 |                 WEI.WEI5 |  0.49 | [ 0.42,  0.56] | 12.35 | 477 | < .001***
PUI.PUI1                 |                 WEI.WEI6 |  0.44 | [ 0.36,  0.51] | 10.67 | 477 | < .001***
PUI.PUI1                 |                 WEI.WEI7 |  0.54 | [ 0.48,  0.60] | 14.17 | 477 | < .001***
PUI.PUI1                 |                 WEI.WEI8 |  0.52 | [ 0.45,  0.58] | 13.20 | 477 | < .001***
PUI.PUI1                 |       PERCEPTION.PROJPOS |  0.22 | [ 0.13,  0.30] |  4.80 | 476 | 0.012*   
PUI.PUI1                 |            WORKPACE.SQ01 |  0.39 | [ 0.31,  0.47] |  9.32 | 475 | < .001***
PUI.PUI1                 |                 AUTONOMY |  0.28 | [ 0.20,  0.36] |  6.39 | 475 | < .001***
PUI.PUI2                 |                 PUI.PUI3 |  0.65 | [ 0.60,  0.70] | 18.71 | 477 | < .001***
PUI.PUI2                 |                 PUI.PUI4 |  0.61 | [ 0.55,  0.67] | 16.93 | 477 | < .001***
PUI.PUI2                 |                 PUI.PUI5 |  0.66 | [ 0.61,  0.71] | 19.26 | 477 | < .001***
PUI.PUI2                 |                 PUI.PUI6 |  0.46 | [ 0.38,  0.52] | 11.18 | 477 | < .001***
PUI.PUI2                 |                 PUI.PUI7 |  0.65 | [ 0.59,  0.70] | 18.54 | 477 | < .001***
PUI.PUI2                 |                 PUI.PUI8 |  0.59 | [ 0.53,  0.65] | 16.05 | 477 | < .001***
PUI.PUI2                 |                 TKR.TKR1 |  0.26 | [ 0.18,  0.35] |  5.99 | 477 | < .001***
PUI.PUI2                 |                 TKR.TKR2 |  0.31 | [ 0.23,  0.39] |  7.23 | 477 | < .001***
PUI.PUI2                 |                 TKR.TKR3 |  0.32 | [ 0.24,  0.40] |  7.41 | 477 | < .001***
PUI.PUI2                 |                 TKR.TKR4 |  0.23 | [ 0.14,  0.31] |  5.14 | 477 | 0.002**  
PUI.PUI2                 |                 WEI.WEI1 |  0.51 | [ 0.44,  0.58] | 13.02 | 477 | < .001***
PUI.PUI2                 |                 WEI.WEI2 |  0.54 | [ 0.47,  0.60] | 14.06 | 477 | < .001***
PUI.PUI2                 |                 WEI.WEI3 |  0.50 | [ 0.43,  0.57] | 12.70 | 477 | < .001***
PUI.PUI2                 |                 WEI.WEI4 |  0.53 | [ 0.47,  0.59] | 13.78 | 477 | < .001***
PUI.PUI2                 |                 WEI.WEI5 |  0.50 | [ 0.43,  0.56] | 12.62 | 477 | < .001***
PUI.PUI2                 |                 WEI.WEI6 |  0.48 | [ 0.41,  0.55] | 12.04 | 477 | < .001***
PUI.PUI2                 |                 WEI.WEI7 |  0.52 | [ 0.45,  0.58] | 13.34 | 477 | < .001***
PUI.PUI2                 |                 WEI.WEI8 |  0.54 | [ 0.47,  0.60] | 14.05 | 477 | < .001***
PUI.PUI2                 |       PERCEPTION.PROJPOS |  0.26 | [ 0.18,  0.34] |  5.93 | 476 | < .001***
PUI.PUI2                 |         PERCEPTION.DTPOS |  0.23 | [ 0.15,  0.32] |  5.23 | 475 | 0.001**  
PUI.PUI2                 |            WORKPACE.SQ01 |  0.35 | [ 0.26,  0.42] |  8.03 | 475 | < .001***
PUI.PUI2                 |                 AUTONOMY |  0.31 | [ 0.23,  0.39] |  7.15 | 475 | < .001***
